City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,ucluelet,48.9329,-125.5528,8.94,94,100,0.89,CA,"01/24/23,19:51:20"
272,taksimo,56.3444,114.8794,-35.06,87,94,0.37,RU,"01/24/23,19:51:21"
273,anadyr,64.75,177.4833,-22.72,77,0,3.0,RU,"01/24/23,19:51:21"
274,kavaratti,10.5669,72.642,26.11,79,93,4.96,IN,"01/24/23,19:51:22"
275,vanimo,-2.6741,141.3028,24.2,90,97,1.66,PG,"01/24/23,19:51:22"
276,erenhot,43.6475,111.9767,-18.68,66,5,5.63,CN,"01/24/23,19:51:23"
277,creel,27.75,-107.6333,7.04,18,0,6.3,MX,"01/24/23,19:51:24"
278,tarrafal,15.2833,-23.7667,22.44,66,56,4.24,CV,"01/24/23,19:51:24"
279,olinda,-8.0089,-34.8553,28.85,65,20,4.12,BR,"01/24/23,19:47:36"
280,along,28.1667,94.7667,10.34,69,25,0.8,IN,"01/24/23,19:51:25"
281,alora,36.8236,-4.7058,8.05,75,100,0.65,ES,"01/24/23,19:51:25"
282,aykhal,66.0,111.5,-32.99,100,87,0.36,RU,"01/24/23,19:51:26"
283,kuching,1.55,110.3333,26.68,90,40,1.54,MY,"01/24/23,19:51:26"
284,gushikawa,26.3544,127.8686,9.57,76,75,8.75,JP,"01/24/23,19:51:27"
285,umm lajj,25.0213,37.2685,22.46,66,0,2.72,SA,"01/24/23,19:51:27"
286,grindavik,63.8424,-22.4338,3.97,100,75,4.63,IS,"01/24/23,19:51:27"
287,te anau,-45.4167,167.7167,13.49,65,28,1.29,NZ,"01/24/23,19:51:28"
288,klyuchi,52.2667,79.1667,-12.64,94,98,5.1,RU,"01/24/23,19:51:28"
289,matagami,49.7502,-77.6328,-15.94,66,0,3.6,CA,"01/24/23,19:47:34"
290,taltal,-25.4,-70.4833,22.95,71,22,3.51,CL,"01/24/23,19:50:38"
291,yantzaza,-3.8278,-78.7594,24.98,77,84,0.95,EC,"01/24/23,19:51:29"
292,faanui,-16.4833,-151.75,27.51,71,100,6.17,PF,"01/24/23,19:51:29"
293,osvaldo cruz,-21.7967,-50.8786,28.68,62,100,1.64,BR,"01/24/23,19:51:30"
294,manta,-0.95,-80.7333,28.88,70,75,3.09,EC,"01/24/23,19:51:30"
295,morondava,-20.2833,44.2833,25.95,93,100,14.62,MG,"01/24/23,19:51:31"
296,belaya gora,68.5333,146.4167,-34.64,98,100,1.27,RU,"01/24/23,19:51:31"
297,charters towers,-20.1,146.2667,21.97,91,84,2.82,AU,"01/24/23,19:51:31"
298,bagotville,-28.9833,153.4167,20.35,99,100,1.78,AU,"01/24/23,19:51:32"
299,kysyl-syr,63.8986,122.7617,-49.86,100,95,1.55,RU,"01/24/23,19:51:32"
300,urucui,-7.2294,-44.5561,30.23,62,85,1.6,BR,"01/24/23,19:51:33"
301,antsirabe,-19.85,47.0333,16.44,92,100,1.63,MG,"01/24/23,19:51:33"
302,tefe,-3.3542,-64.7114,33.06,55,40,1.03,BR,"01/24/23,19:51:34"
303,montgomery,39.1501,-77.1997,10.37,42,0,5.14,US,"01/24/23,19:46:59"
304,tuatapere,-46.1333,167.6833,13.14,70,45,0.91,NZ,"01/24/23,19:51:35"
305,ahuimanu,21.4447,-157.8378,26.84,73,40,1.54,US,"01/24/23,19:51:35"
306,puerto escondido,15.85,-97.0667,29.31,53,6,4.18,MX,"01/24/23,19:51:36"
307,ulladulla,-35.35,150.4667,17.88,93,40,1.99,AU,"01/24/23,19:51:36"
308,guider,9.9342,13.9486,28.65,14,55,3.27,CM,"01/24/23,19:51:36"
309,mapiripan,2.8892,-72.1256,32.63,39,90,4.04,CO,"01/24/23,19:51:37"
310,christchurch,-43.5333,172.6333,19.12,79,40,7.72,NZ,"01/24/23,19:50:13"
311,chiang mai,18.75,99.0,19.04,78,20,1.54,TH,"01/24/23,19:51:37"
312,vanino,49.0869,140.2543,-26.27,89,100,7.43,RU,"01/24/23,19:51:38"
313,namibe,-15.1961,12.1522,24.1,81,97,2.23,AO,"01/24/23,19:51:38"
314,bathsheba,13.2167,-59.5167,28.34,61,20,11.32,BB,"01/24/23,19:51:39"
315,epe,6.5841,3.9834,26.71,84,49,2.47,NG,"01/24/23,19:51:39"
316,tuy hoa,13.0833,109.3,20.93,86,96,8.48,VN,"01/24/23,19:51:39"
317,mildura,-34.2,142.15,20.26,59,0,3.0,AU,"01/24/23,19:51:40"
318,babati,-4.2167,35.75,17.68,84,100,1.67,TZ,"01/24/23,19:51:40"
319,boyolangu,-8.1181,111.8935,24.14,92,97,0.55,ID,"01/24/23,19:51:41"
320,satara,17.6833,73.9833,17.21,78,23,1.52,IN,"01/24/23,19:51:41"
321,lavumisa,-27.31,31.892,22.03,93,25,0.85,SZ,"01/24/23,19:51:41"
322,salalah,17.0151,54.0924,21.4,70,17,3.69,OM,"01/24/23,19:51:42"
323,luwingu,-10.2621,29.9271,16.7,94,100,1.87,ZM,"01/24/23,19:51:42"
324,bilma,18.6853,12.9164,24.12,11,6,3.24,NE,"01/24/23,19:51:43"
325,kefamenanu,-9.4467,124.4781,21.87,90,100,0.48,ID,"01/24/23,19:51:43"
326,arlit,18.7369,7.3853,26.01,11,0,3.53,NE,"01/24/23,19:51:43"
327,pemangkat,1.1667,108.9667,24.34,94,100,4.7,ID,"01/24/23,19:51:44"
328,chicama,-7.8447,-79.1469,23.3,54,15,5.3,PE,"01/24/23,19:51:44"
329,high level,58.5169,-117.136,-7.94,100,40,4.12,CA,"01/24/23,19:51:45"
330,shache,38.4167,77.2406,-13.33,92,87,1.76,CN,"01/24/23,19:51:45"
331,miyako,39.6367,141.9525,-9.29,65,21,7.16,JP,"01/24/23,19:51:46"
332,yuzhno-kurilsk,44.0306,145.8556,-9.63,81,100,15.15,RU,"01/24/23,19:51:46"
333,atagay,55.1033,99.3875,-14.37,97,100,1.54,RU,"01/24/23,19:51:46"
334,quartucciu,39.2519,9.1794,7.24,87,75,1.79,IT,"01/24/23,19:51:47"
335,margate,51.3813,1.3862,4.39,83,37,0.89,GB,"01/24/23,19:49:04"
336,xanxere,-26.8769,-52.4042,32.06,30,2,2.2,BR,"01/24/23,19:51:47"
337,laguna,38.421,-121.4238,14.6,63,0,1.54,US,"01/24/23,19:51:48"
338,north bend,43.4065,-124.2243,9.53,76,0,0.0,US,"01/24/23,19:51:48"
339,manica,49.0,-1.1667,0.09,95,4,1.89,FR,"01/24/23,19:51:49"
340,nsanje,-16.92,35.262,22.69,91,84,0.88,MW,"01/24/23,19:51:49"
341,takhtamygda,54.1,123.5667,-34.46,98,100,0.88,RU,"01/24/23,19:51:50"
342,portland,45.5234,-122.6762,9.5,81,75,2.06,US,"01/24/23,19:49:09"
343,shingu,33.7333,135.9833,-4.36,69,5,2.96,JP,"01/24/23,19:51:50"
344,tanete,-3.9443,119.7848,23.74,92,100,1.29,ID,"01/24/23,19:51:51"
345,raha,26.2333,92.5167,15.21,59,77,1.78,IN,"01/24/23,19:51:51"
346,maues,-3.3836,-57.7186,25.91,91,93,1.43,BR,"01/24/23,19:51:52"
347,dryden,49.7833,-92.7503,-9.84,79,100,2.06,CA,"01/24/23,19:51:52"
348,rawson,-43.3002,-65.1023,23.6,20,5,10.91,AR,"01/24/23,19:51:52"
349,gambela,8.25,34.5833,30.49,22,68,1.29,ET,"01/24/23,19:51:53"
350,chuy,-33.6971,-53.4616,26.17,39,0,5.97,UY,"01/24/23,19:51:53"
351,keti bandar,24.1447,67.4497,17.7,39,0,3.74,PK,"01/24/23,19:51:54"
352,ballina,-28.8667,153.5667,20.43,99,100,1.56,AU,"01/24/23,19:51:54"
353,lorengau,-2.0226,147.2712,25.58,81,100,1.03,PG,"01/24/23,19:51:54"
354,bac lieu,9.285,105.7244,24.62,74,100,8.96,VN,"01/24/23,19:51:55"
355,lasa,46.6166,10.7002,2.49,71,58,0.85,IT,"01/24/23,19:51:55"
356,saint pete beach,27.7253,-82.7412,25.67,62,100,3.58,US,"01/24/23,19:51:56"
357,progreso,21.2833,-89.6667,32.28,50,35,3.11,MX,"01/24/23,19:50:10"
358,sabya,17.1495,42.6254,24.79,69,0,1.36,SA,"01/24/23,19:51:57"
359,ikom,5.9667,8.7063,28.03,40,48,1.28,NG,"01/24/23,19:51:57"
360,pacific grove,36.6177,-121.9166,16.42,47,0,2.24,US,"01/24/23,19:51:58"
361,smithers,54.7804,-127.1743,0.18,93,100,1.03,CA,"01/24/23,19:51:58"
362,tessalit,20.1986,1.0114,22.94,14,2,3.83,ML,"01/24/23,19:51:58"
363,paso de los toros,-32.8167,-56.5167,37.42,10,4,3.17,UY,"01/24/23,19:51:59"
364,trairi,-3.2778,-39.2689,27.62,67,16,3.71,BR,"01/24/23,19:51:59"
365,leshan,29.5623,103.7639,4.5,53,99,0.87,CN,"01/24/23,19:52:00"
366,indramayu,-6.3264,108.32,26.0,84,100,4.77,ID,"01/24/23,19:52:00"
367,yate,51.5407,-2.4184,1.66,92,13,0.33,GB,"01/24/23,19:52:01"
368,amapa,1.0,-52.0,24.6,96,46,1.77,BR,"01/24/23,19:52:01"
369,sidi ali,36.0998,0.4206,7.18,67,83,5.07,DZ,"01/24/23,19:52:02"
370,moussoro,13.6408,16.4901,26.04,8,88,4.86,TD,"01/24/23,19:52:02"
371,puksoozero,62.5903,40.6066,-7.2,96,95,3.19,RU,"01/24/23,19:52:03"
372,naze,28.3667,129.4833,5.51,78,100,10.77,JP,"01/24/23,19:52:03"
373,chara,56.9064,118.2631,-31.18,84,100,0.41,RU,"01/24/23,19:52:04"
374,altagracia de orituco,9.8601,-66.3814,29.4,44,33,3.68,VE,"01/24/23,19:52:04"
375,kawhia,-38.0651,174.8183,19.17,83,60,2.67,NZ,"01/24/23,19:52:05"
376,sorland,67.667,12.6934,0.92,99,100,11.43,NO,"01/24/23,19:52:05"
377,norman wells,65.282,-126.8329,-20.98,84,75,3.09,CA,"01/24/23,19:52:06"
378,narsaq,60.9167,-46.05,-6.77,92,99,3.82,GL,"01/24/23,19:52:06"
379,petropavlovsk-kamchatskiy,53.0452,158.6483,-20.67,71,0,6.0,RU,"01/24/23,19:52:07"
380,zaria,11.1113,7.7227,24.1,15,5,4.3,NG,"01/24/23,19:52:07"
381,derzhavinsk,51.1,66.3167,-21.07,100,72,1.89,KZ,"01/24/23,19:52:08"
382,havelock,34.8791,-76.9013,12.97,53,0,3.6,US,"01/24/23,19:52:08"
383,owando,-0.4819,15.8999,25.67,65,74,1.42,CG,"01/24/23,19:52:09"
384,pangody,65.85,74.4859,-12.45,94,100,7.48,RU,"01/24/23,19:52:09"
385,mvangue,2.9667,11.5167,22.02,82,98,1.55,CM,"01/24/23,19:52:10"
386,del rio,29.3627,-100.8968,17.85,43,0,13.38,US,"01/24/23,19:47:19"
387,axim,4.8699,-2.2405,26.9,82,49,2.74,GH,"01/24/23,19:52:11"
388,kismayo,-0.3582,42.5454,24.94,85,93,5.54,SO,"01/24/23,19:52:11"
389,harnosand,62.6323,17.9379,-6.0,92,100,3.74,SE,"01/24/23,19:52:12"
390,galesong,-5.3166,119.3661,24.01,84,100,1.86,ID,"01/24/23,19:52:13"
391,caravelas,-17.7125,-39.2481,27.49,78,100,5.3,BR,"01/24/23,19:52:13"
392,mpraeso,6.5932,-0.7346,24.94,69,37,1.78,GH,"01/24/23,19:52:14"
393,basco,20.4487,121.9702,18.23,75,100,18.8,PH,"01/24/23,19:52:14"
394,palmer,42.1584,-72.3287,4.25,70,100,5.14,US,"01/24/23,19:48:45"
395,kununurra,-15.7667,128.7333,25.99,83,100,3.09,AU,"01/24/23,19:52:15"
396,zhaoyang,42.682,126.0305,-26.24,84,6,2.98,CN,"01/24/23,19:52:16"
397,uyuni,-20.4597,-66.825,21.46,18,91,1.84,BO,"01/24/23,19:52:16"
398,ust-koksa,50.2696,85.6108,-18.36,98,100,0.57,RU,"01/24/23,19:52:17"
399,saint-augustin,51.226,-58.6502,-3.01,78,72,9.37,CA,"01/24/23,19:52:17"
400,poum,-20.2333,164.0167,27.2,78,10,3.05,NC,"01/24/23,19:52:18"
401,urumqi,43.801,87.6005,-21.47,84,59,0.0,CN,"01/24/23,19:52:01"
402,praia da vitoria,38.7333,-27.0667,14.86,100,75,7.33,PT,"01/24/23,19:52:18"
403,fortuna,40.5982,-124.1573,13.85,72,0,2.06,US,"01/24/23,19:52:19"
404,nuuk,64.1835,-51.7216,-6.18,73,100,4.02,GL,"01/24/23,19:50:44"
405,soure,-0.7167,-48.5233,25.31,87,99,4.34,BR,"01/24/23,19:52:19"
406,hovd,48.0056,91.6419,-20.2,74,44,2.22,MN,"01/24/23,19:52:20"
407,yumen,40.2833,97.2,-12.27,39,72,10.29,CN,"01/24/23,19:52:20"
408,tahoua,14.8888,5.2692,26.9,11,0,4.26,NE,"01/24/23,19:52:21"
409,babu,24.4167,111.5167,2.93,61,4,1.5,CN,"01/24/23,19:52:21"
410,carballo,43.213,-8.691,9.37,78,72,5.02,ES,"01/24/23,19:52:22"
411,kaeo,-35.1,173.7833,19.47,75,98,5.88,NZ,"01/24/23,19:52:23"
412,santiago,-33.4569,-70.6483,33.08,28,0,6.69,CL,"01/24/23,19:47:45"
413,isangel,-19.55,169.2667,27.47,83,30,1.83,VU,"01/24/23,19:52:23"
414,noumea,-22.2763,166.4572,27.22,99,0,1.09,NC,"01/24/23,19:50:50"
415,parsabad,39.6482,47.9174,2.37,72,4,2.36,IR,"01/24/23,19:52:24"
416,tual,-5.6667,132.75,28.16,77,100,5.3,ID,"01/24/23,19:52:24"
417,arcata,40.8665,-124.0828,14.0,70,75,1.54,US,"01/24/23,19:49:44"
418,trincomalee,8.5711,81.2335,25.08,72,16,4.48,LK,"01/24/23,19:52:25"
419,lahij,13.1667,44.5833,20.95,75,93,3.39,YE,"01/24/23,19:52:26"
420,oskarshamn,57.2645,16.4484,2.77,86,100,5.11,SE,"01/24/23,19:52:26"
421,talara,-4.5772,-81.2719,29.42,51,0,7.2,PE,"01/24/23,19:52:26"
422,nanakuli,21.3906,-158.1547,26.97,71,0,1.54,US,"01/24/23,19:52:27"
423,port hedland,-20.3167,118.5667,28.03,83,100,3.09,AU,"01/24/23,19:52:28"
424,mabamba,-3.5983,30.5019,16.63,93,99,0.33,TZ,"01/24/23,19:52:28"
425,port blair,11.6667,92.75,26.02,78,6,2.06,IN,"01/24/23,19:52:28"
426,redmond,47.674,-122.1215,7.07,91,100,0.45,US,"01/24/23,19:52:11"
427,ilinskiy,55.619,38.1182,-1.38,86,100,4.02,RU,"01/24/23,19:52:29"
428,challapata,-18.9,-66.7667,12.41,56,98,1.95,BO,"01/24/23,19:52:29"
429,gat,31.61,34.7642,17.44,71,0,2.41,IL,"01/24/23,19:52:30"
430,ampanihy,-24.7,44.75,23.78,74,82,6.91,MG,"01/24/23,19:52:30"
431,alta floresta,-9.8756,-56.0861,25.73,77,99,0.54,BR,"01/24/23,19:52:32"
432,msanga,-6.05,36.0333,23.69,94,99,0.99,TZ,"01/24/23,19:52:32"
433,praya,14.9215,-23.5087,22.3,60,20,4.63,CV,"01/24/23,19:52:33"
434,hobyo,5.3505,48.5268,24.29,75,100,10.0,SO,"01/24/23,19:52:33"
435,hunchun,42.8675,130.3581,-19.25,55,5,6.22,CN,"01/24/23,19:52:34"
436,kenai,60.5544,-151.2583,1.19,97,75,2.06,US,"01/24/23,19:52:34"
437,aktau,43.65,51.2,-7.68,37,0,3.12,KZ,"01/24/23,19:52:34"
438,berbera,10.4396,45.0143,24.03,69,37,4.18,SO,"01/24/23,19:52:35"
439,paamiut,61.994,-49.6678,-4.23,91,100,5.29,GL,"01/24/23,19:52:35"
440,amahai,-3.3333,128.9167,25.45,86,96,1.85,ID,"01/24/23,19:52:36"
441,bubaque,11.2833,-15.8333,23.87,80,96,7.67,GW,"01/24/23,19:52:36"
442,abu dhabi,24.4667,54.3667,20.01,67,0,4.12,AE,"01/24/23,19:50:00"
443,la palma,33.8464,-118.0467,21.01,41,0,2.57,US,"01/24/23,19:52:37"
444,mount isa,-20.7333,139.5,24.87,73,65,1.54,AU,"01/24/23,19:52:37"
445,asfi,32.2994,-9.2372,12.68,61,0,8.91,MA,"01/24/23,19:52:37"
446,petrolia,42.8668,-82.1498,4.01,52,0,2.57,CA,"01/24/23,19:52:38"
447,elko,41.0002,-115.5012,-3.86,89,79,2.43,US,"01/24/23,19:52:38"
448,guane,22.2025,-84.0875,28.5,55,1,5.48,CU,"01/24/23,19:52:39"
449,karari,25.45,81.4333,17.14,72,39,3.56,IN,"01/24/23,19:52:39"
450,genhe,50.7833,121.5167,-41.69,100,62,0.42,CN,"01/24/23,19:52:39"
451,milkovo,54.7167,158.6167,-29.69,92,5,0.55,RU,"01/24/23,19:52:40"
452,owosso,42.9978,-84.1766,4.08,71,40,3.6,US,"01/24/23,19:52:40"
453,jawhar,2.7809,45.5005,23.71,70,40,7.66,SO,"01/24/23,19:52:41"
454,fethiye,36.6217,29.1164,10.93,60,0,1.92,TR,"01/24/23,19:52:41"
455,dahuk,36.8695,42.994,7.35,59,0,1.31,IQ,"01/24/23,19:52:41"
456,andros town,24.7,-77.7667,24.78,73,20,7.85,BS,"01/24/23,19:52:42"
457,farim,12.4839,-15.2217,27.85,41,11,3.27,GW,"01/24/23,19:52:42"
458,muros,42.7762,-9.0603,10.61,68,3,6.75,ES,"01/24/23,19:52:43"
459,lompoc,34.6391,-120.4579,20.01,46,0,0.89,US,"01/24/23,19:52:43"
460,santa maria,-29.6842,-53.8069,36.61,25,20,2.57,BR,"01/24/23,19:49:14"
461,altay,47.8667,88.1167,-21.51,89,98,2.42,CN,"01/24/23,19:52:44"
462,mehar,27.1807,67.8229,9.83,21,0,2.88,PK,"01/24/23,19:52:44"
463,pendleton,45.6721,-118.7886,8.55,65,75,2.57,US,"01/24/23,19:50:41"
464,moyale,3.5167,39.0584,23.94,35,52,6.71,KE,"01/24/23,19:52:45"
465,mitsamiouli,-11.3847,43.2844,27.43,81,94,5.04,KM,"01/24/23,19:52:45"
466,fort dodge,42.4975,-94.168,1.57,75,40,4.63,US,"01/24/23,19:48:32"
467,meulaboh,4.1363,96.1285,23.43,91,100,2.06,ID,"01/24/23,19:52:46"
468,solnechnoye,43.276,46.507,0.7,81,12,2.01,RU,"01/24/23,19:52:46"
469,sungai besar,3.6746,100.9867,23.61,91,100,1.11,MY,"01/24/23,19:52:47"
470,maceio,-9.6658,-35.7353,30.69,58,0,6.17,BR,"01/24/23,19:52:47"
471,yerbogachen,61.2767,108.0108,-34.17,95,100,1.12,RU,"01/24/23,19:52:47"
472,cortez,37.3489,-108.5859,0.57,69,0,5.14,US,"01/24/23,19:52:48"
473,chernyshevskiy,63.0128,112.4714,-30.82,100,100,0.55,RU,"01/24/23,19:52:48"
474,kruisfontein,-34.0033,24.7314,17.71,71,90,7.26,ZA,"01/24/23,19:52:49"
475,key west,24.5557,-81.7826,27.0,76,100,8.23,US,"01/24/23,19:48:36"
476,nuwara eliya,6.9708,80.7829,11.04,96,42,0.31,LK,"01/24/23,19:52:49"
477,talnakh,69.4865,88.3972,-26.0,90,100,4.41,RU,"01/24/23,19:52:50"
478,san patricio,28.017,-97.5169,24.92,83,97,8.31,US,"01/24/23,19:52:50"
479,moron,-34.6534,-58.6198,33.32,33,100,2.25,AR,"01/24/23,19:48:39"
480,visnes,59.3556,5.2242,8.03,93,75,5.66,NO,"01/24/23,19:52:51"
481,belmonte,-15.8631,-38.8828,27.75,75,40,4.99,BR,"01/24/23,19:52:51"
482,alugan,12.2188,125.4808,25.74,75,100,7.41,PH,"01/24/23,19:52:51"
483,samarai,-10.6167,150.6667,27.91,80,100,4.43,PG,"01/24/23,19:52:52"
484,samus,56.7475,84.6992,-33.35,100,64,0.96,RU,"01/24/23,19:52:52"
485,san pedro del parana,-26.8333,-56.2,39.59,17,2,1.48,PY,"01/24/23,19:52:53"
486,hwange,-18.3693,26.5019,19.78,96,100,1.11,ZW,"01/24/23,19:52:53"
487,usakos,-22.0,15.6,22.01,50,73,4.09,NA,"01/24/23,19:52:53"
488,mattawa,46.7379,-119.9028,6.99,73,89,1.37,US,"01/24/23,19:50:11"
489,sabang,5.8933,95.3214,26.55,78,91,7.73,ID,"01/24/23,19:52:54"
490,kostomuksha,64.571,30.5767,-3.49,95,99,4.77,RU,"01/24/23,19:49:50"
491,ketchikan,55.3422,-131.6461,6.99,93,100,4.12,US,"01/24/23,19:52:55"
492,joshimath,30.5667,79.5667,6.39,98,100,4.21,IN,"01/24/23,19:52:55"
493,abu samrah,35.3029,37.1841,10.47,74,2,3.02,SY,"01/24/23,19:52:56"
494,flin flon,54.7682,-101.865,-16.09,55,75,1.03,CA,"01/24/23,19:52:56"
495,fairbanks,64.8378,-147.7164,-18.55,78,100,0.0,US,"01/24/23,19:50:02"
496,chateaubelair,13.2833,-61.25,25.29,65,20,7.72,VC,"01/24/23,19:52:57"
497,omboue,-1.5746,9.2618,26.03,81,96,1.82,GA,"01/24/23,19:52:57"
498,sauce,-34.6469,-56.0628,32.96,22,91,6.13,UY,"01/24/23,19:52:58"
499,tezu,27.9167,96.1667,15.02,36,3,1.75,IN,"01/24/23,19:52:58"
500,alamosa,37.4695,-105.87,-5.35,68,86,2.78,US,"01/24/23,19:52:58"
501,darnah,32.767,22.6367,14.66,75,3,5.48,LY,"01/24/23,19:52:59"
502,pandan,14.0453,124.1694,23.76,88,100,9.16,PH,"01/24/23,19:52:59"
503,itaituba,-4.2761,-55.9836,28.09,83,75,4.63,BR,"01/24/23,19:49:17"
504,bichura,50.5881,107.6022,-29.8,89,64,1.08,RU,"01/24/23,19:53:00"
505,kalangala,-0.3089,32.225,23.22,68,100,4.42,UG,"01/24/23,19:53:00"
506,pryluky,50.5932,32.3876,-2.13,67,0,2.19,UA,"01/24/23,19:53:01"
507,searcy,35.2506,-91.7363,6.0,81,100,0.0,US,"01/24/23,19:48:12"
508,byron bay,-28.65,153.6167,20.39,90,100,1.74,AU,"01/24/23,19:53:01"
509,husavik,66.0449,-17.3389,0.89,86,85,4.07,IS,"01/24/23,19:53:02"
510,tlapehuala,18.2167,-100.5167,33.63,25,0,1.59,MX,"01/24/23,19:53:02"
511,verkh-usugli,52.7,115.1667,-35.33,95,20,1.24,RU,"01/24/23,19:53:03"
512,ambon,-3.6954,128.1814,25.08,94,20,2.57,ID,"01/24/23,19:53:03"
513,arnprior,45.4334,-76.3494,-0.75,84,80,5.7,CA,"01/24/23,19:53:04"
514,panjakent,39.4952,67.6093,-7.43,82,19,2.04,TJ,"01/24/23,19:53:04"
515,vuktyl,63.8567,57.3094,-12.18,95,100,4.99,RU,"01/24/23,19:53:05"
516,nevelsk,46.6733,141.8633,-16.55,95,100,13.49,RU,"01/24/23,19:53:05"
517,huntsville,34.7304,-86.5861,13.55,45,0,3.13,US,"01/24/23,19:52:53"
518,shubarkuduk,49.1447,56.4872,-16.71,95,5,2.1,KZ,"01/24/23,19:53:06"
519,virginia beach,36.8529,-75.978,13.35,45,40,2.57,US,"01/24/23,19:53:06"
520,lunenburg,44.3835,-64.3155,1.16,77,100,8.23,CA,"01/24/23,19:53:07"
521,gravelbourg,49.8834,-106.5512,-6.85,89,100,3.01,CA,"01/24/23,19:53:07"
522,leopold,-38.1833,144.4667,17.68,91,100,3.09,AU,"01/24/23,19:53:08"
523,ladybrand,-29.1945,27.4574,23.24,36,81,3.88,ZA,"01/24/23,19:53:08"
524,xining,36.6167,101.7667,-7.88,15,82,1.2,CN,"01/24/23,19:53:09"
525,alexandria,31.2156,29.9553,13.3,65,0,5.27,EG,"01/24/23,19:53:09"
526,khani,41.9563,42.9566,-0.24,49,0,2.14,GE,"01/24/23,19:53:10"
527,tilichiki,60.4667,166.1,-16.08,83,100,4.77,RU,"01/24/23,19:53:10"
528,haskovo,41.9403,25.5694,2.86,71,93,1.97,BG,"01/24/23,19:53:11"
529,arica,-18.475,-70.3042,26.75,64,0,6.17,CL,"01/24/23,19:53:11"
530,la macarena,2.1837,-73.7849,31.34,42,100,2.5,CO,"01/24/23,19:53:12"
531,bafilo,9.35,1.2667,26.97,14,2,2.04,TG,"01/24/23,19:53:12"
532,yacuiba,-22.038,-63.6797,33.43,52,75,2.57,BO,"01/24/23,19:53:13"
533,pachino,36.7186,15.0907,11.6,74,100,5.16,IT,"01/24/23,19:53:13"
534,ohara,35.25,140.3833,-1.58,44,0,12.48,JP,"01/24/23,19:53:14"
535,yuanping,38.7153,112.7575,-16.33,29,0,0.73,CN,"01/24/23,19:53:14"
536,kuusamo,65.9667,29.1833,-2.98,86,100,6.17,FI,"01/24/23,19:53:15"
537,akdepe,42.0551,59.3788,-9.95,68,100,2.23,TM,"01/24/23,19:53:15"
538,payo,-3.7508,103.6372,22.22,99,100,1.26,ID,"01/24/23,19:53:16"
539,salitral,-4.8572,-80.6811,34.29,32,35,5.87,PE,"01/24/23,19:53:16"
540,ola,59.5833,151.2833,-15.5,83,100,7.68,RU,"01/24/23,19:53:16"
541,tanout,14.9709,8.8879,24.21,12,5,4.81,NE,"01/24/23,19:53:17"
542,tanabe,33.7333,135.3667,-1.99,81,91,6.16,JP,"01/24/23,19:53:18"
543,yar-sale,66.8333,70.8333,-16.25,95,99,3.56,RU,"01/24/23,19:53:18"
544,avera,33.194,-82.5271,14.19,44,3,3.34,US,"01/24/23,19:52:16"
545,bandiagara,14.3501,-3.6104,28.47,14,0,3.05,ML,"01/24/23,19:53:19"
